index_num,idiom,idiom_stripped,s1,s2,s3,label,position,corrected_labels,total_i,total_l,total_na,incorrect_i,incorrect_l,incorrect_na,incorrect_total,total_duplicates
810,नाक फुलाउनु,नाक फ,"कसो कसो हातबाट आँफैँ डोरी खुकुलो भएर झरेछ र म पनि तलतिर हुत्तिएँ ,लाग्यो आजलाई छोरी बाँची ।","तल भुइँमा टेकिसकेपछी खुशी र घमन्डले नाक फुल्यो ,कतै सगरमाथा नै पुगेर आएँहुँला जस्तो।",घामको डुबाइ संगै हामी फर्कियौं होटेल र खाना संगै दिनको बिँट मारेर सबै लाग्यो आ-आफ्नो बिस्तारा तिर।,I,"तल भुइँमा टेकिसकेपछी खुशी र घमन्डले ###नाक फुल्यो### ,कतै सगरमाथा नै पुगेर आएँहुँला जस्तो।",I,,,,,,,,
811,नाक फुलाउनु,नाक फ,"त्यो कपी ओलीको वुद्धि र विवेकको आधारमा भएको होईन, वहाँको पालामा भयो, राम्रै कुरा हो।","तर, वहाँकै एकदम निजी देन जस्तो गरेर वहाँले नाक फुलाउन खोज्नु भयो भने त्यो यथार्थ होईन।","’
सम्झौता भए पनि ओलीले त्यसलाई कार्यान्वयन गर्न नसकेको उनको आरोप छ।",I,"तर, वहाँकै एकदम निजी देन जस्तो गरेर वहाँले ###नाक फुलाउन### खोज्नु भयो भने त्यो यथार्थ होईन।",I,,,,,,,,
812,नाक फुलाउनु,नाक फ,यस्तो राम्रो मान्छेले त्यस्तो भन्न हुन्छ ?,"तिमी यसरी गम्भीर भएर बोल्दा तिम्रा नाक फुलेर ठूलो हुन्छ, आँखा चिम्सो देखिन्छ, प्रफुल्ल भएर बोल आँखा मृगनयनजस्तो देखिन्छ।","हाँस्दा ओठ चन्द्रमा मुस्कुराएजस्तो देखिन्छ र गालामा कति मजाले डिम्पल पर्छ, लाग्छ हिमाल हाँसिरहेको छ।",L,"तिमी यसरी गम्भीर भएर बोल्दा तिम्रा ###नाक फुलेर### ठूलो हुन्छ, आँखा चिम्सो देखिन्छ, प्रफुल्ल भएर बोल आँखा मृगनयनजस्तो देखिन्छ।",L,,,,,,,,
813,नाक राख्नु,नाक र,संसारभरि कोरोना भाइरस प्रभाव र संक्रमण बढिरहँदा तपाईंलाई आफू कसरी सुरक्षित रहने भन्ने चिन्ताले पक्कै पनि गाँजेको होला।,"कोरोना संक्रमणबाट जोगिन सामाजिक दूरी कायम गर्ने, बारम्ंबार साबुनपानीले हात धुने वा अल्कोहल बेस्ड स्यानिटाइजरले हात सफा गर्ने, हाच्छ्यु गरिरहेका वा खोकिरहेका व्यक्तिभन्दा कम्तीमा तीन मिटर दूरीमा रहने, आफूले हाच्छ्युँ गर्दा वा खोक्दा कुइनाले नाक र मुख छोप्ने वा सफा टिस्यु प्रयोग गर्ने लगायत स्वास्थ्यसम्बन्धी जानकारी तपाईंले विभिन्न माध्यमबाट पाइरहनु भएको छ।",यी त भए संक्रमणबाट जोगिन अपनाउनपर्ने केही प्रत्यक्ष कदम।,NA,"कोरोना संक्रमणबाट जोगिन सामाजिक दूरी कायम गर्ने, बारम्ंबार साबुनपानीले हात धुने वा अल्कोहल बेस्ड स्यानिटाइजरले हात सफा गर्ने, हाच्छ्यु गरिरहेका वा खोकिरहेका व्यक्तिभन्दा कम्तीमा तीन मिटर दूरीमा रहने, आफूले हाच्छ्युँ गर्दा वा खोक्दा कुइनाले नाक र मुख छोप्ने वा सफा टिस्यु प्रयोग गर्ने लगायत स्वास्थ्यसम्बन्धी जानकारी तपाईंले विभिन्न माध्यमबाट पाइरहनु भएको छ।",,,,,,,,,
814,नाक राख्नु,नाक र,त्यसपछि उनी फर्केर मोटरभित्र आउने बितिक्कै हामी केहि पछाडि फर्क्यौ र कारदेखि छोरालाई फोन गर्न थाल्यौ ।,"बेलायती लकडाउनले चार महिनासम्म बढेर बसिष्ठ ऋषीको जस्तो केस, नाक र मुख जम्मै ढाकेका सर्जिकल मास्क र हातमा एकजोर निलो पन्जा लगाएर छोरा उनको डेरादेखि बाहिर निस्क्यो ।",शरिरको मासु सकिएर खङरङ्ग घटेर लुते भएको छोरोले त्यँही ढोकाको नजिकै उभिएर हामीसँग फोनमा कुरो गर्न थाल्यो।,NA,"बेलायती लकडाउनले चार महिनासम्म बढेर बसिष्ठ ऋषीको जस्तो केस, नाक र मुख जम्मै ढाकेका सर्जिकल मास्क र हातमा एकजोर निलो पन्जा लगाएर छोरा उनको डेरादेखि बाहिर निस्क्यो ।",,,,,,,,,
815,नाक राख्नु,नाक र,"तर, योरुनाले त्यसलाई अस्वीकार गर्दै कृतनलाई अश्चिल शब्द प्रयोग गरी गाली(गलौज गरेकोपछि रिसको झोँकमा हेलमेटले योरुनाको टाउकोमा प्रहार गरेका थिए ।",त्यसलगत्तै योरुना ढलेको र त्यसपछी शारिरिक सम्पर्क राख्न खोज्दा मृतकको नाक र कानबाट रगत बगेको देखेपछि आफू भागेको उनले प्रहरीलाई बयान दिएका छन् ।,--NNI--,NA,त्यसलगत्तै योरुना ढलेको र त्यसपछी शारिरिक सम्पर्क राख्न खोज्दा मृतकको नाक र कानबाट रगत बगेको देखेपछि आफू भागेको उनले प्रहरीलाई बयान दिएका छन् ।,,,,,,,,,
816,नाक राख्नु,नाक र,यो पहिलो घटना होइन जहाँ मृतकका लागि यस्तो व्यबहार गरिन्छ ।,"यसभन्दा पहिले पनि जिल्ला अस्पतालको मोर्चरीबाट सडक दुर्घटनामा ज्यान गुमाउने ५४ वर्षीय वृद्धको नाक र उनको दुवै हातका औंलाहरू मुसाले लिएको बताइएको थियो
Share Article:
admin
June 13, 2021
खेत खन्दा माटोको भाँडो भेटियो खोलेर हेर्द सबै चकित !","June 13, 2021
सबिताको न्यायको लागि चितवन बासि हजारौ महिलाहरु न्यायको लागि चर्को नाराबाजी सहित घर घेर्न पुगे (भिडियो सहित )",NA,"यसभन्दा पहिले पनि जिल्ला अस्पतालको मोर्चरीबाट सडक दुर्घटनामा ज्यान गुमाउने ५४ वर्षीय वृद्धको नाक र उनको दुवै हातका औंलाहरू मुसाले लिएको बताइएको थियो
Share Article:
admin
June 13, 2021
खेत खन्दा माटोको भाँडो भेटियो खोलेर हेर्द सबै चकित !",,,,,,,,,
817,नाक राख्नु,नाक र,जाडो मौसममा रोग फैलाउने भाइरसबाट जोगिन अनावश्यकरूपमा मुखमा हात राख्नुहुँदैन ।,नाक र आँखा मिच्ने गर्दा पनि रोग सर्न सक्छ ।,दिनमा धेरैपटक साबुन–पानीले हात धुनुपर्छ ।,NA,नाक र आँखा मिच्ने गर्दा पनि रोग सर्न सक्छ ।,,,,,,,,,
818,नाकमा नस हाल्नु,नाकमा न,नाक काटेँ मैले ।,’ साराको अनुहारमा कुनै हानी पुगेको छैन तर नाकमा निकै गहिरो चोट लागेको देख्न सकिन्छ ।,घाउबाट रगत पनि बगिरहेको छ ।,NA,’ साराको अनुहारमा कुनै हानी पुगेको छैन तर नाकमा निकै गहिरो चोट लागेको देख्न सकिन्छ ।,,,,,,,,,
819,नाकमा नस हाल्नु,नाकमा न,पिनासका बिरामीलाई पनि पुदिनाको रस लाभदायक हुने बताइन्छ ।,प्याज र पुदिनाको रस मिलाएर नाकमा नियमित हाल्ने गर्नाले पिनास कम हुन्छ ।,"सलादमा दिनहुँ पुदिना चपाएर खानाले दाँत सड्ने, गिँजा सुन्निने जस्ता समस्या दूर हुन्छन् ।",NA,प्याज र पुदिनाको रस मिलाएर नाकमा नियमित हाल्ने गर्नाले पिनास कम हुन्छ ।,,,,,,,,,
820,नाकमा नस हाल्नु,नाकमा न,पुदिनाको पत्ता’लाई कागतीको रसमा मिसाएर खाएमा बान्ता हुँदैन ।,प्याज र पुदिनाको रस मिलाएर नाकमा नियमित हाले’मा पिनास कम हुन्छ ।,सलादमा दिनहुँ पुदिना चपा’एर खाएमा दाँत सड्ने तथा गिँजा सुन्नि’ने निको हुन्छ ।,NA,प्याज र पुदिनाको रस मिलाएर नाकमा नियमित हाले’मा पिनास कम हुन्छ ।,,,,,,,,,
821,नाकमा नस हाल्नु,नाकमा न,"’
बालबालिकालाई चिसो भएमा, नाकमा सङ्क्रमण भएमा, नाक पछाडि ग्रन्थी बढेर एलर्जी, पिनास बारम्बार ?",घा लाग्ने र नाकमा बाहिरी वस्तु अड्किएर पनि नाकमा निरन्तर सिँगान बग्ने समस्या देखिने गरेको छ ।,"विद्यार्थीको अध्ययनमा समेत मन नलाग्ने, निन्द्रा पूरा नहुँदा विद्यालयमा निदाउने, दिउँसो निद्राका कारण दुर्घटनामा समेत पर्ने खतरा हुने डा गौतमको भनाइ छ ।",NA,घा लाग्ने र नाकमा बाहिरी वस्तु अड्किएर पनि नाकमा निरन्तर सिँगान बग्ने समस्या देखिने गरेको छ ।,,,,,,,,,
822,नाकमा नस हाल्नु,नाकमा न,पिनासका बिरामीलाई पनि पुदिनाको रस लाभदायक हुने बताइन्छ ।,प्याज र पुदिनाको रस मिलाएर नाकमा नियमित हाल्ने गर्नाले पिनास कम हुन्छ ।,"सलादमा दिनहुँ पुदिना चपाएर खानाले दाँत सड्ने, गिँजा सुन्निने जस्ता समस्या दूर हुन्छन् ।",NA,प्याज र पुदिनाको रस मिलाएर नाकमा नियमित हाल्ने गर्नाले पिनास कम हुन्छ ।,,,,,,,,,
823,नाली बेली लाउनु,नाली ब,"यो टिभी सिरिज एकता कपूरले बनाएकी हुन्, जसले दुई बर्षसम्म दर्शकहरुको मन जितेको थियो ।","३. अजय देवगन, पूजा भट्ट र सोनाली बेन्द्रे स्टारर फिल्म ‘जख्स’ को कन्सेप्टमाथी २०१६ मा ‘नामकरण’ सुरु भएको थियो ।",शोको कन्सेप्ट लिभ इन रिलेशनसिप पछि भएको बच्चामा आधारित छ ।,NA,"३. अजय देवगन, पूजा भट्ट र सोनाली बेन्द्रे स्टारर फिल्म ‘जख्स’ को कन्सेप्टमाथी २०१६ मा ‘नामकरण’ सुरु भएको थियो ।",,,,,,,,,
824,नाली बेली लाउनु,नाली ब,उनका प्रतिद्वन्दी गोपाल तामाङले १७५ मत प्राप्त गरी उपबिजेता भएका छन ।,क्षेत्र नं. २ मा खगेन्द्र मैनाली बिजयी भएका छन ।,उनले ३७० मत ल्याएका छन ।,NA,क्षेत्र नं. २ मा खगेन्द्र मैनाली बिजयी भएका छन ।,,,,,,,,,
825,नाली बेली लाउनु,नाली ब,गीतको भिडियोमा निर्देशक नितिन चन्दको कोरियोग्राफी र सुरेश काफ्लेको छायाँकन रहेको छ।,"चलचित्रमा रश्मी भट्ट,विशाल पहाडी,ओम प्रतीक,आज्ञा करनजीत,सान्तवना भट्टराई,भिमा मैनाली बालकलाकार योगीशा खत्री, सुजल खानलगायतका कलाकारको पनि अभिनय रहेको छ।",आरोहण क्षेत्री निर्माता रहेको चलचित्रका सह निर्माता सुजन आचार्य हुन्।,NA,"चलचित्रमा रश्मी भट्ट,विशाल पहाडी,ओम प्रतीक,आज्ञा करनजीत,सान्तवना भट्टराई,भिमा मैनाली बालकलाकार योगीशा खत्री, सुजल खानलगायतका कलाकारको पनि अभिनय रहेको छ।",,,,,,,,,
826,नाली बेली लाउनु,नाली ब,"यस साङ्गीतिक समूहका लागि पाँच युवतीहरू चयन गरिएको थियो जसमा मार्ता फाल्कोनी, दोमिनिक फिदान्जा, मार्चेल्ला ओभानी, ...
परिवार
परिवार शब्दको खोजी गर्ने हो भने अग्रेजी भाषामा प्रयोग भएको family शब्द latin भाषाको famulusबाट ल्याइएको हो।","latin भाषामा famulusको अ्रथ हुन्छ बाबुआमा,तिनीहरू का सन्तान वा सेवकहरू, जसमा आमाबाबु र तिनका छोराछोरीहरू एक अ्रका का सेवकको रूपमा रही सहयो ...
सोनाली बोस
सोनाली बोस जन्म: ३ जुन १९६५) एक भारतीय चलचित्र निर्देशक, पटकथा लेखक र निर्माता हुन्।",उनले जीवनीपरक सामाजिक नाटक एमयु को चलचित्रमा निर्देशन तथा निमार्ण गरेको कारण परिचित छिन् जुन सोही नामको उपन्यासमा आधारित छ।,NA,"latin भाषामा famulusको अ्रथ हुन्छ बाबुआमा,तिनीहरू का सन्तान वा सेवकहरू, जसमा आमाबाबु र तिनका छोराछोरीहरू एक अ्रका का सेवकको रूपमा रही सहयो ...
सोनाली बोस
सोनाली बोस जन्म: ३ जुन १९६५) एक भारतीय चलचित्र निर्देशक, पटकथा लेखक र निर्माता हुन्।",,,,,,,,,
827,निन्द्रादेवीको काखमा पुग्नु,निन्द्रादेवीको क,"म सुटुक्क पसेँ बिस्तारामा कसैगरी ""घुर्मी"" पढिसकेर सुत्छु भन्दै।","""घुर्मी"" को अन्तिम पातो भेट्दा नभेट्दै म ओइलाएछु निन्द्रादेवीको काखमा।",हाम्रो टुरको अन्तिम दिन अर्थात अप्रिल १ बिहीवार छिट्टैनै आँखा खुलेछन मेरा तर चिपोरा र रामी भन्दा चाँही ढिलै नै।,NA,"""घुर्मी"" को अन्तिम पातो भेट्दा नभेट्दै म ओइलाएछु निन्द्रादेवीको काखमा।",,,,,,,,,
828,निन्द्रादेवीको काखमा पुग्नु,निन्द्रादेवीको क,तर मेरो आत्मसम्मान घटेको महसुस गरिनँ किनकि त्यहाँ प्रेम थियो जुन असाध्यै सुन्दर थियो।,यति सोच्दा सोच्दै दिदीलाई प्रेमपूर्वक अंगालेँ र निन्द्रादेवीको काखमा लुटपुटिएँ।,"प्रकाशित मिति: सोमबार, कात्तिक १, २०७८, ०५:२१:४०
सिफारिस
मतपत्रमा त्रुटि भेटिएपछि कांग्रेस प्रदेश १ को मतदान सर्‍यो
उपसभापतिमा उठ्ने महेश आचार्यको घोषणा
कांग्रेसकी २१ वर्षीया महाधिवेशन प्रतिनिधि भन्छिन् : मुख्य नेतृत्वमा पनि युवाहरूलाई जिताउन पाए हुन्थ्यो",NA,यति सोच्दा सोच्दै दिदीलाई प्रेमपूर्वक अंगालेँ र निन्द्रादेवीको काखमा लुटपुटिएँ।,,,,,,,,,
829,निन्द्रादेवीको काखमा पुग्नु,निन्द्रादेवीको क,साँझदेखि कविहरू ताते ।,"जतिबेला कविहरू जाँगर लगाएर लय हालीहाली कविता पाठ गरिरहेका थिए, त्यतिबेला दर्शकदीर्घामा बसेका धेरै स्रोताहरूचाहिँ निन्द्रादेवीको काखमा लुट्पुटिइरहेका देखिन्थे ।",दोस्रो दिनको साँझपख पाहुनाहरूले घुमेर मुड फ्रेस गरे ।,NA,"जतिबेला कविहरू जाँगर लगाएर लय हालीहाली कविता पाठ गरिरहेका थिए, त्यतिबेला दर्शकदीर्घामा बसेका धेरै स्रोताहरूचाहिँ निन्द्रादेवीको काखमा लुट्पुटिइरहेका देखिन्थे ।",,,,,,,,,
830,निन्याउरो मुख लगाउनु,निन्याउरो म,"’
–अन्डरवेयर ।",सुयोगवीरले निन्याउरो मुख लगाउँदै भन्यो ।,अतिथिलाई अन्डरवेयर !,NA,सुयोगवीरले निन्याउरो मुख लगाउँदै भन्यो ।,,,,,,,,,
831,निन्याउरो मुख लगाउनु,निन्याउरो म,"आशा छ त्यो भाई चाँडै नै
जेलबाट छुट्नेछ र उस्ले सोचेको जस्तो काम र पैसा पाउनेछ ।","Reply
बिक्रम नेपाली says:        
August 30, 2012 at 4:52 am
खैरेनीका गोरा गाला, हरिया डलरको नोठको मोठले लोभ्याएर उखरमाउलो लगाएपछि ज्यान फ्यालेर भएनी – जम्लाहात भएर नि अम्रिका टेक्नै पर्ने मुढेबुद्दीहरुले आफैंले निम्ताको दशा आफैं पाउछन, विरानो अनकन्टार ठाममा नेपटीनछन् चेपटीनछन – धुकधुकी रहे निन्याउरो मुख लिइ फर्किन्छन!","पढ्ने, शिप सिक्ने बेलामा कि नेपटीको पछि लागो कि वैंशको तुजुकमा मै हु पल्टिंदै दादागिरि गर्दै हीड़ो कि ठुटे नेताको पछि लागेर डुंगा मुड़ा गरो!",NA,"Reply
बिक्रम नेपाली says:	
August 30, 2012 at 4:52 am
खैरेनीका गोरा गाला, हरिया डलरको नोठको मोठले लोभ्याएर उखरमाउलो लगाएपछि ज्यान फ्यालेर भएनी – जम्लाहात भएर नि अम्रिका टेक्नै पर्ने मुढेबुद्दीहरुले आफैंले निम्ताको दशा आफैं पाउछन, विरानो अनकन्टार ठाममा नेपटीनछन् चेपटीनछन – धुकधुकी रहे निन्याउरो मुख लिइ फर्किन्छन!",,,,,,,,,
832,निन्याउरो मुख लगाउनु,निन्याउरो म,बहुदल बिरोधि निस्किदा पनि “रमाइयो” माओबादी बीच हात हालाहाल हुदा पनि तालि पिटेर “रमाओउ” आफ्नो परम्परा चाहि छोड्नुहुन्न !,हामि नेपालि US & १ को ने.रु. 70 .00 हुदा निन्याउरो मुख लगाउछौ जब US & १ को ने.रु. 85 .00 हुन्छ !,हामि एकदम खुसि !,I,हामि नेपालि US & १ को ने.रु. 70 .00 हुदा ###निन्याउरो मुख लगाउछौ### जब US & १ को ने.रु. 85 .00 हुन्छ !,I,,,,,,,,
833,निन्याउरो मुख लगाउनु,निन्याउरो म,तीन दिन प्रहरीले राखेर मलाई छोडिदियो ।,"म निन्याउरो मुख लगाएर फर्के, खल्तिमा चिया चुरोट खाने पैसा सम्म थिएन ।","आफ्नो डेरा तिर जादै थिए, मैले लेख छापेका पत्रिकाका सम्पादक भेटिए।",I,"म ###निन्याउरो मुख लगाएर### फर्के, खल्तिमा चिया चुरोट खाने पैसा सम्म थिएन ।",I,,,,,,,,
834,निन्याउरो मुख लगाउनु,निन्याउरो म,घर पुग्दा दिलसराका छोराछोरी पेटीमा बसिरहेका थिए।,आमाको अवस्था देखेर उनीहरुले निन्याउरो मुहार पारे।,दिलसराले भने आफ्ना छोराछोरी सहीसलामत रहेकामा राहत महसुस गरिन्।,NA,आमाको अवस्था देखेर उनीहरुले निन्याउरो मुहार पारे।,,,,,,,,,
835,नियुक्त हुनु,नियुक्त ह,‘उहाँ (कुलमान घिसिङ)को कार्यकाल सकिन अझै केही दिन बाँकी नै छ ।,"हामीले म्याद सकिनुभन्दा अगाडि नै मन्त्रालयका तर्फबाट उहाँलाई दोस्रो कार्यकालका लागि नियुक्ति गर्नका लागि प्रस्ताव जाँदैछ’, मन्त्री पुनले भने, ‘त्यो प्रस्तावलाई मन्त्रिपरिषद्ले पारित गरेपछि उहाँ दोस्रो कार्यकालका लागि नियुक्त हुनुहुनेछ।","’
स्रोतका अनुसार विद्युत प्राधिकरणमा घिसिङलाई पुनः नियुक्ति गर्ने विषयमा मन्त्री पुनले प्रधानमन्त्री केपी शर्मा ओली र नेकपा अध्यक्ष पुष्पकमल दाहाल प्रचण्डसँग परामर्श समेत गरिसकेकोे छ ।",L,"हामीले म्याद सकिनुभन्दा अगाडि नै मन्त्रालयका तर्फबाट उहाँलाई दोस्रो कार्यकालका लागि नियुक्ति गर्नका लागि प्रस्ताव जाँदैछ’, मन्त्री पुनले भने, ‘त्यो प्रस्तावलाई मन्त्रिपरिषद्ले पारित गरेपछि उहाँ दोस्रो कार्यकालका लागि ###नियुक्त हुनुहुनेछ###।",L,,,,,,,,
836,नियुक्त हुनु,नियुक्त ह,कानुन व्यवसायीहरुले सर्वोच्चको मुल गेटमा धर्ना दिएर अदालत प्रवेशमै अवरोध गर्न खोजेपछि प्रधानन्यायाधीश जबराले सोमबार वक्तव्य जारी गर्दै सम्वादमा आउन आग्रह गरेका छन् ।,बारका अध्यक्ष चण्डेश्वर श्रेष्ठले जबराले राजीनामा दिएर नियुक्त हुने नयाँ प्रधानन्यायाधीशसँग वार्ता गर्ने बताएका छन् ।,‘न्यायको गरिमा जोगाउन नसक्ने प्रधान्यायाधीशले राजीनामा दिनुपर्छ ।,L,बारका अध्यक्ष चण्डेश्वर श्रेष्ठले जबराले राजीनामा दिएर ###नियुक्त हुने### नयाँ प्रधानन्यायाधीशसँग वार्ता गर्ने बताएका छन् ।,,,,,,,,,
837,नियुक्त हुनु,नियुक्त ह,जनकपुरधाम ।,धनुषाको धनौजी गाउंपालिका ४ को भडरिया स्थित श्री रा.प्रा.वि. भडरियामा करारमा शिक्षक भर्नाका लागि परीक्षा अगावै आर्थिक चलखेलमा नियुक्त हुने उम्मेदवार तय गरिसकिएको आरोप लगाइएको छ ।,परीक्षामा सहभागी हुने एक उम्मेदवार नाम नबताउने शर्तमा भने आर्थिक चलखेलको आधारमा शिक्षा विकास तथा समन्वय इकाई धनुषाका विद्यालय प्रशासन फांटका कर्मचारी रिना साहले विद्यालय प्रधानाध्यापकलाई प्रभावमा पारेर नियुक्त हुने उम्मेदवार परीक्षा अगावै छनौट गरिसकिएको छ ।,L,धनुषाको धनौजी गाउंपालिका ४ को भडरिया स्थित श्री रा.प्रा.वि. भडरियामा करारमा शिक्षक भर्नाका लागि परीक्षा अगावै आर्थिक चलखेलमा ###नियुक्त हुने### उम्मेदवार तय गरिसकिएको आरोप लगाइएको छ ।,,,,,,,,,
838,नियुक्त हुनु,नियुक्त ह,विपक्षी गठबन्धनलाई नसघाएर तटस्थ बसेका उनी बिहीबार साँझ ओली भेट्न बालुवाटार पुगेका हुन् ।,उनकै असहयोगका कारण काँग्रेस नेतत्वमा बहुमतको सरकार बन्न सकेन भने फेरि ओली नै प्रधानमन्त्रीमा नियुक्त हुँदैछन् ।,"Lokaantar चैत्र २०७७
ठाकुर–महतो बालुवाटारमा
आइतबार विहान कांग्रेस सभापति शेरबहादुर देउवासँग डेढ घण्टा लामो छलफलपछि उनीहरु बालुवाटार पुगेका हुन्।",L,उनकै असहयोगका कारण काँग्रेस नेतत्वमा बहुमतको सरकार बन्न सकेन भने फेरि ओली नै प्रधानमन्त्रीमा ###नियुक्त हुँदैछन्### ।,L,,,,,,,,
839,नियुक्त हुनु,नियुक्त ह,सरकार गठनसंगै संविधान भत्काउने काम शुरु भयो ।,प्रतिनिधि सभा सदस्यको सपथ ग्रहण नगरिकन कुनैपनि माननीय सदस्यले यो सभा र समितिको समेत काम कारवाहिमा भाग लिन नपाउने व्यवस्था संविधानले गरेको छ तर माननीय प्रधानमन्त्रीजी प्रतिनिधि सभाको सदस्यको सपथ नलिई प्रधानमन्त्री नियुक्त हुनु भयो ।,प्रतिनिधि सभाको सभामुख र उप सभामुख फरक–फरक दलको प्रतिनिधि हुनु पर्ने संविधानको भावनालाई अपव्याख्या गरि दल एकीकरण पछि पनि एकै दलका प्रतिनिधि कायम राख्नु भयो ।,I,प्रतिनिधि सभा सदस्यको सपथ ग्रहण नगरिकन कुनैपनि माननीय सदस्यले यो सभा र समितिको समेत काम कारवाहिमा भाग लिन नपाउने व्यवस्था संविधानले गरेको छ तर माननीय प्रधानमन्त्रीजी प्रतिनिधि सभाको सदस्यको सपथ नलिई प्रधानमन्त्री ###नियुक्त हुनु### भयो ।,,,,,,,,,
840,नेटो काट्नु,नेटो क,हामीले त्यो प्राकृतिक सुन्दरताको खानी कन्यामको अवलोकन गर्दा संसारलाई बिर्सिरहेका थियौं ।,समयले नेटो काट्न लागेको थियो ।,सबैजनालाई त्यो रमाइलो माहोलबाट छुट्टिएर फर्किने मन त थिएन नै तापनि बेलुकीको हाम्रो तयारी खाना खाएर पुनः हामी आ–आफ्नो बासस्थानतर्फ फर्कन गाडीतिर लाग्यौं ।,I,समयले ###नेटो काट्न### लागेको थियो ।,I,,,,,,,,
841,नेटो काट्नु,नेटो क,भान हुन्छ कसैलाई संसारै छ बसमा लाग्छ यसैगरी फूल्छ फल्छ जिन्दगानी ।,हेर्दाहेर्दै समयले नेटो काट्छ आँखै अघि पत्तै नपाई भित्र भित्रै गल्छ जिन्दगानी ।,स्थायी छैन केहिपनि नाशवान सवै यहाँ आखिरीमा खरानी भई जल्छ जिन्दगानी ।,I,हेर्दाहेर्दै समयले ###नेटो काट्छ### आँखै अघि पत्तै नपाई भित्र भित्रै गल्छ जिन्दगानी ।,I,,,,,,,,
842,नेटो काट्नु,नेटो क,जसमा महिला ३२५ र पुरुष २२४ रहेका छन् ।,"आर्थिक अभावले सदरमुकाम मार्तडी आउन नसकेका, उमेरले नेटो काटिसकेका तथा १६ वर्ष उमेर पूरा गरेका युवायुवतीले गाउँमा शिविर सञ्चालनपछि उत्साहपूर्वक सेवा लिएका हुन् ।","शिविरबाट ७० वर्षकी खिरीदेवी बुढा, ६९ वर्षकी किर्मुली बुढासहित वृद्धवृद्धाले पनि सेवा लिएको गाउँपालिका अध्यक्ष नरबहादुर रावतले बताउनुभयो ।",I,"आर्थिक अभावले सदरमुकाम मार्तडी आउन नसकेका, उमेरले ###नेटो काटिसकेका### तथा १६ वर्ष उमेर पूरा गरेका युवायुवतीले गाउँमा शिविर सञ्चालनपछि उत्साहपूर्वक सेवा लिएका हुन् ।",I,,,,,,,,
843,नेटो काट्नु,नेटो क,"यस्तै सोचाइ र कल्पना हुदैं बित्दो रहेछ, जिन्दगी ।","र पो पत्तो नहुंदो रहेछ, यति चाडो समय बितेको र आफ्नो जिन्दगीले नेटो काटेको ।",राजधानी छिरे पछि पनि ती भलाया र आंपका गेडाहरु कसरी भुलिन्थे ?,I,"र पो पत्तो नहुंदो रहेछ, यति चाडो समय बितेको र आफ्नो जिन्दगीले ###नेटो काटेको### ।",I,,,,,,,,
844,पछि लाग्नु,पछि ल,सुस्ता काण्डको विरोधमा जनकपुरमा निकालिएको जुलूसको स्थानीय पहलकर्ता र योजनाकार लेखनाथ शर्मा नै हुनुहुन्थ्यो ।,म आफ्ना केही दौंतरीहरूसित त्यो जुलूसको पछिपछि लागेको थिएँ ।,त्यसबेला मैले पहिलोपल्ट टियर ग्याँसको पिरो धुवाँ र पुलिसको एक दुई लाठी खाएको थिएँ ।,NA,म आफ्ना केही दौंतरीहरूसित त्यो जुलूसको पछिपछि लागेको थिएँ ।,,,,,,,,,
845,पछि लाग्नु,पछि ल,दोस्रो हाफको शुरुमै इमिल फोर्सवर्गले आन्द्रे सिल्भाको पासमा गोल गर्दै लाइप्जिगको अग्रता दोब्बर पारे ।,५२औं मिनेटमा डोमिनिक सोबोस्लाईले व्यक्तिगत दोस्रो तथा टोलीका लागि तेस्रो गोल गरेपछि लाइप्जिग फराकिलो जिततर्फ अग्रसर बन्यो ।,६५औं मिनेटमा पोर्चुगिज फरवार्ड आन्द्रे सिल्भाले पेनाल्टीमार्फत गोल गर्दै लाइप्जिगलाई ४–० को फराकिलो जित दिलाए ।,NA,५२औं मिनेटमा डोमिनिक सोबोस्लाईले व्यक्तिगत दोस्रो तथा टोलीका लागि तेस्रो गोल गरेपछि लाइप्जिग फराकिलो जिततर्फ अग्रसर बन्यो ।,,,,,,,,,
846,पछि लाग्नु,पछि ल,सबैको हत्या गरेपछि घटनास्थलबाट १०० मिटर टाढा रहेको आफ्नो घरमा पुगेका थिए ।,हत्यापछि लोकबहादुरले अभियुक्तलाई चाँडो पक्राउ गर्न भन्दै प्रहरीसँग भन्दै आएका थिए ।,"उनले अनुसन्धानमा सहयोग मात्र गरेनन्, प्रहरीलाई खानासमेत बनाएर खुवाउँदै आएका थिए ।",NA,हत्यापछि लोकबहादुरले अभियुक्तलाई चाँडो पक्राउ गर्न भन्दै प्रहरीसँग भन्दै आएका थिए ।,,,,,,,,,
